ENST00000628983	NM_012234
ENST00000630447	NR_135691
ENST00000630100	NR_126481
ENST00000522622	NR_038874
ENST00000623342	NR_027330
ENST00000569713	NR_135281
ENST00000521663	NR_026772
ENST00000504032	NR_047679
ENST00000589921	NR_027318
ENST00000388955	NR_033322
ENST00000388955	NR_033323
ENST00000419511	NR_110238
ENST00000438829	NR_125951
ENST00000419158	NR_110413
ENST00000500232	NR_046383
ENST00000432505	NR_026834
ENST00000519714	NR_125818
ENST00000427145	NR_110685
ENST00000450800	NR_046845
ENST00000432626	NR_046638
ENST00000608417	NR_110793
ENST00000384915	NR_029578
ENST00000384864	NR_029829
ENST00000591143	NR_040036
ENST00000504969	NR_134676
ENST00000558082	NR_120367
ENST00000449643	NR_027333
ENST00000527067	NR_026974
ENST00000515840	NR_134683
ENST00000625483	NR_026780
ENST00000635775	NR_047662
ENST00000563724	NR_110838
ENST00000630468	NR_026781
ENST00000606054	NR_046368
ENST00000624111	NR_024560
ENST00000567224	NR_102335
ENST00000567224	NR_102336
ENST00000464125	NR_134853
ENST00000632506	NR_033266
ENST00000453426	NR_037176
ENST00000617801	NR_103502
ENST00000526769	NR_003945
ENST00000610202	NR_135594
ENST00000465807	NR_135068
ENST00000565525	NR_135304
ENST00000545642	NR_110053
ENST00000432335	NR_002159
ENST00000432335	NR_001530
ENST00000438645	NR_134610
ENST00000610433	NR_106806
ENST00000589217	NR_040071
ENST00000431071	NR_131962
ENST00000426413	NR_131961
ENST00000294661	NR_024113
ENST00000458479	NR_038880
ENST00000440052	NR_038879
ENST00000632028	NR_136503
ENST00000527564	NR_033874
ENST00000430983	NR_026903
ENST00000416742	NR_026958
ENST00000436801	NR_001553
ENST00000436801	NR_046300
ENST00000408492	NR_031619
ENST00000538008	NR_120490
ENST00000531381	NR_137189
ENST00000529823	NR_137175
ENST00000419745	NR_125409
ENST00000528986	NR_137177
ENST00000528986	NR_137176
ENST00000424989	NR_038842
ENST00000561476	NR_132393
ENST00000477748	NR_110994
ENST00000626667	NR_110138
ENST00000421353	NR_001535
ENST00000421353	NR_003588
ENST00000547963	NR_110026
ENST00000547963	NR_110025
ENST00000416774	NR_038869
ENST00000505289	NR_125885
ENST00000472649	NR_134946
ENST00000483636	NR_026915
ENST00000425454	NR_046722
ENST00000635631	NR_033836
ENST00000448988	NR_135085
ENST00000432330	NR_027994
ENST00000559989	NR_033738
ENST00000498492	NR_036461
ENST00000442815	NR_131902
ENST00000606714	NR_103446
ENST00000419591	NR_046766
ENST00000510827	NR_046629
ENST00000448963	NR_038382
ENST00000475939	NR_038993
ENST00000631061	NR_027374
ENST00000381680	NR_002318
ENST00000517733	NR_108027
ENST00000569476	NR_047489
ENST00000618223	NR_136299
ENST00000468975	NR_104022
ENST00000633218	NR_126565
ENST00000449169	NR_036595
ENST00000453459	NR_110158
ENST00000445586	NR_135596
ENST00000523862	NR_125829
ENST00000501976	NR_125923
ENST00000422842	NR_134503
ENST00000576738	NR_110850
ENST00000426702	NR_046652
ENST00000499143	NR_103862
ENST00000428872	NR_049771
ENST00000455848	NR_126380
ENST00000375595	NR_033254
ENST00000375595	NR_033257
ENST00000560010	NR_102744
ENST00000545630	NR_120585
ENST00000603464	NR_120400
ENST00000578467	NR_027916
ENST00000499478	NR_120334
ENST00000538665	NR_104125
ENST00000405369	NR_109967
ENST00000477392	NR_034033
ENST00000618311	NR_130768
ENST00000577295	NR_110878
ENST00000457356	NR_033651
ENST00000625390	NR_033965
ENST00000585600	NR_130106
ENST00000462045	NR_038190
ENST00000504119	NR_132399
ENST00000467239	NR_024250
ENST00000485843	NR_024251
ENST00000499842	NR_038230
ENST00000627370	NR_110375
ENST00000627886	NR_038940
ENST00000555255	NR_120323
ENST00000420226	NR_121665
ENST00000452051	NR_046724
ENST00000528726	NR_049725
ENST00000552584	NR_120492
ENST00000380981	NR_038944
ENST00000366408	NR_104091
ENST00000460181	NR_110170
ENST00000505156	NR_046215
ENST00000496731	NR_002158
ENST00000629718	NR_125810
ENST00000561547	NR_046287
ENST00000561547	NR_046288
ENST00000566956	NR_046289
ENST00000566956	NR_046290
ENST00000631810	NR_036443
ENST00000445178	NR_110284
ENST00000425636	NR_045786
ENST00000425636	NR_045787
ENST00000578152	NR_040075
ENST00000419450	NR_125938
ENST00000631445	NR_040011
ENST00000622787	NR_003955
ENST00000424026	NR_046592
ENST00000562178	NR_136518
ENST00000504440	NR_002811
ENST00000506660	NR_103787
ENST00000375465	NR_026760
ENST00000618668	NR_003061
ENST00000369071	NR_103717
ENST00000437601	NR_038856
ENST00000632364	NR_023387
ENST00000425916	NR_110299
ENST00000581169	NR_039613
ENST00000387069	NR_004407
ENST00000636727	NR_039899
ENST00000611970	NR_030408
ENST00000619471	NR_003285
ENST00000384920	NR_030285
ENST00000577708	NR_128714
ENST00000584576	NR_039897
ENST00000384214	NR_000005
ENST00000360737	NR_110479
ENST00000581461	NR_039920
ENST00000385140	NR_029479
ENST00000362116	NR_029478
ENST00000384468	NR_003327
ENST00000627518	NR_106987
ENST00000619843	NR_106770
ENST00000385086	NR_030370
ENST00000501400	NR_033858
ENST00000384714	NR_000025
ENST00000616741	NR_106719
ENST00000555721	NR_038234
ENST00000617385	NR_106795
ENST00000485493	NR_111949
ENST00000364461	NR_003315
ENST00000364902	NR_002991
ENST00000584070	NR_037410
ENST00000503874	NR_024173
ENST00000384756	NR_000008
ENST00000408855	NR_031643
ENST00000612539	NR_106901
ENST00000617625	NR_106879
ENST00000391232	NR_003058
ENST00000577344	NR_036124
ENST00000636083	NR_031641
ENST00000362153	NR_029898
ENST00000611011	NR_106969
ENST00000384921	NR_029672
ENST00000383985	NR_046483
ENST00000409912	NR_034099
ENST00000384659	NR_004421
ENST00000390724	NR_030586
ENST00000516047	NR_031572
ENST00000385222	NR_029521
ENST00000520834	NR_015374
ENST00000398859	NR_015396
ENST00000384992	NR_029636
ENST00000364117	NR_003345
ENST00000582241	NR_036167
ENST00000606349	NR_030226
ENST00000589304	NR_125876
ENST00000386307	NR_002433
ENST00000579351	NR_036217
ENST00000619620	NR_106796
ENST00000408061	NR_003069
ENST00000629536	NR_002980
ENST00000583300	NR_036224
ENST00000616843	NR_106844
ENST00000622232	NR_039880
ENST00000582400	NR_002745
ENST00000577404	NR_036152
ENST00000385026	NR_029626
ENST00000385010	NR_030175
ENST00000424291	NR_038950
ENST00000611066	NR_106735
ENST00000438159	NR_038949
ENST00000619892	NR_106847
ENST00000629950	NR_110538
ENST00000453121	NR_046218
ENST00000621222	NR_106963
ENST00000583764	NR_039840
ENST00000335142	NR_027123
ENST00000505921	NR_047115
ENST00000413394	NR_126470
ENST00000399711	NR_103715
ENST00000515728	NR_046811
ENST00000414876	NR_033879
ENST00000627569	NR_038901
ENST00000523626	NR_102281
ENST00000520023	NR_126027
ENST00000429328	NR_047498
ENST00000530228	NR_015383
ENST00000526436	NR_110137
ENST00000455291	NR_037841
ENST00000439451	NR_072988
ENST00000622027	NR_107009
ENST00000421004	NR_105014
ENST00000505103	NR_033900
ENST00000524034	NR_109876
ENST00000262354	NR_040254
ENST00000566383	NR_119378
ENST00000567255	NR_026938
ENST00000428732	NR_110671
ENST00000599198	NR_001278
ENST00000424428	NR_038330
ENST00000509760	NR_033834
ENST00000499077	NR_002949
ENST00000550636	NR_026948
ENST00000521295	NR_132366
ENST00000423311	NR_126356
ENST00000433933	NR_110225
ENST00000416945	NR_026791
ENST00000513787	NR_038402
ENST00000593699	NR_131178
ENST00000375670	NR_034152
ENST00000607545	NR_027026
ENST00000440498	NR_131900
ENST00000630242	NR_026800
ENST00000399868	NR_040079
ENST00000384096	NR_002963
ENST00000413339	NR_134490
ENST00000408552	NR_031653
ENST00000574307	NR_110828
ENST00000614799	NR_106885
ENST00000617477	NR_106973
ENST00000579686	NR_039856
ENST00000408729	NR_030646
ENST00000362212	NR_029888
ENST00000385016	NR_029841
ENST00000577915	NR_036057
ENST00000362114	NR_029906
ENST00000577562	NR_039716
ENST00000362222	NR_030156
ENST00000617283	NR_106837
ENST00000384958	NR_029615
ENST00000606998	NR_049793
ENST00000362526	NR_023367
ENST00000581736	NR_036252
ENST00000584016	NR_039714
ENST00000363915	NR_002916
ENST00000506601	NR_120537
ENST00000582518	NR_135645
ENST00000543403	NR_135097
ENST00000462722	NR_109829
ENST00000526840	NR_120570
ENST00000429755	NR_033203
ENST00000492897	NR_110329
ENST00000440887	NR_130721
ENST00000481995	NR_033205
ENST00000474324	NR_110330
ENST00000626198	NR_024270
ENST00000425630	NR_015376
ENST00000519550	NR_038875
ENST00000303922	NR_002193
ENST00000531207	NR_130990
ENST00000567234	NR_135254
ENST00000627498	NR_029401
ENST00000497824	NR_135260
ENST00000465270	NR_135265
ENST00000448853	NR_037179
ENST00000448853	NR_037180
ENST00000506329	NR_110189
ENST00000618307	NR_003061
ENST00000430140	NR_110395
ENST00000534336	NR_002819
ENST00000433433	NR_110373
ENST00000610524	NR_106991
ENST00000625256	NR_104331
ENST00000583412	NR_039644
ENST00000301453	NR_003089
ENST00000429269	NR_033927
ENST00000416598	NR_104362
ENST00000434141	NR_104365
ENST00000504412	NR_135285
ENST00000508118	NR_134279
ENST00000427841	NR_003264
ENST00000596206	NR_036539
ENST00000582435	NR_110774
ENST00000566218	NR_110902
ENST00000503989	NR_103771
ENST00000483243	NR_103532
ENST00000503877	NR_104609
ENST00000532606	NR_135090
ENST00000455199	NR_120632
ENST00000415124	NR_136402
ENST00000410758	NR_031720
ENST00000448311	NR_110024
ENST00000564156	NR_134646
ENST00000384871	NR_029605
ENST00000454162	NR_133647
ENST00000500092	NR_110753
ENST00000465576	NR_024066
ENST00000454625	NR_131250
ENST00000455071	NR_134634
ENST00000623646	NR_027378
ENST00000421585	NR_126564
ENST00000635687	NR_132742
ENST00000385130	NR_029610
ENST00000566854	NR_037184
ENST00000412639	NR_132738
ENST00000385300	NR_029684
ENST00000416758	NR_121190
ENST00000446595	NR_121186
ENST00000382045	NR_038369
ENST00000380711	NR_021492
ENST00000582835	NR_037597
ENST00000507444	NR_028351
ENST00000518994	NR_125823
ENST00000436786	NR_038977
ENST00000555539	NR_135238
ENST00000512115	NR_108030
ENST00000431347	NR_110797
ENST00000573103	NR_026964
ENST00000570241	NR_110908
ENST00000576880	NR_033859
ENST00000533954	NR_033853
ENST00000365241	NR_026704
ENST00000621977	NR_106948
ENST00000349529	NR_030174
ENST00000408532	NR_003710
ENST00000515924	NR_003009
ENST00000581943	NR_039758
ENST00000385255	NR_029614
ENST00000592680	NR_046201
ENST00000503991	NR_003004
ENST00000497379	NR_126405
ENST00000583713	NR_039973
ENST00000364113	NR_002580
ENST00000622213	NR_106788
ENST00000636908	NR_106965
ENST00000385208	NR_030364
ENST00000408098	NR_031652
ENST00000578141	NR_003049
ENST00000504339	NR_037896
ENST00000427929	NR_103831
ENST00000636960	NR_039756
ENST00000637916	NR_037476
ENST00000401212	NR_030580
ENST00000455366	NR_040020
ENST00000636396	NR_030637
ENST00000385190	NR_030207
ENST00000583613	NR_036244
ENST00000385242	NR_030200
ENST00000607261	NR_003233
ENST00000579617	NR_039696
ENST00000401120	NR_030618
ENST00000449214	NR_046512
ENST00000583126	NR_039819
ENST00000390209	NR_031564
ENST00000384504	NR_002970
ENST00000583962	NR_104185
ENST00000428449	NR_036484
ENST00000611103	NR_039974
ENST00000582583	NR_123730
ENST00000444125	NR_120685
ENST00000384969	NR_029624
ENST00000480842	NR_134861
ENST00000605901	NR_026856
ENST00000604437	NR_003242
ENST00000253470	NR_001548
ENST00000611489	NR_106957
ENST00000443778	NR_038995
ENST00000427157	NR_125844
ENST00000579492	NR_136505
ENST00000431558	NR_046734
ENST00000519506	NR_125418
ENST00000613845	NR_106765
ENST00000418016	NR_001553
ENST00000418016	NR_046300
ENST00000444266	NR_110600
ENST00000503320	NR_104998
ENST00000367716	NR_125960
ENST00000419766	NR_033664
ENST00000419766	NR_033665
ENST00000448058	NR_034037
ENST00000436945	NR_015356
ENST00000456782	NR_126441
ENST00000556973	NR_026774
ENST00000631195	NR_120582
ENST00000506463	NR_104631
ENST00000384891	NR_029622
ENST00000432703	NR_125978
ENST00000432163	NR_132438
ENST00000439394	NR_135034
ENST00000439394	NR_135035
ENST00000519040	NR_105061
ENST00000528720	NR_120584
ENST00000612162	NR_106909
ENST00000455084	NR_001542
ENST00000534201	NR_027044
ENST00000342888	NR_136561
ENST00000526541	NR_002720
ENST00000564492	NR_001558
ENST00000450514	NR_044997
ENST00000415120	NR_130792
ENST00000523284	NR_125827
ENST00000502823	NR_110884
ENST00000507337	NR_110882
ENST00000448131	NR_133929
ENST00000512090	NR_136215
ENST00000635896	NR_039717
ENST00000414848	NR_033946
ENST00000419536	NR_037864
ENST00000451289	NR_110819
ENST00000411951	NR_029429
ENST00000583214	NR_037400
ENST00000625835	NR_132380
ENST00000412500	NR_046225
ENST00000529827	NR_120560
ENST00000511008	NR_034161
ENST00000524482	NR_037567
ENST00000508714	NR_103763
ENST00000504365	NR_103762
ENST00000581072	NR_110369
ENST00000384961	NR_029662
ENST00000385052	NR_029675
ENST00000484099	NR_036638
ENST00000608651	NR_044993
ENST00000355909	NR_033943
ENST00000528075	NR_120561
ENST00000528075	NR_120562
ENST00000578157	NR_039801
ENST00000414089	NR_027255
ENST00000449711	NR_110538
ENST00000468643	NR_135311
ENST00000468643	NR_135310
ENST00000448597	NR_038968
ENST00000482609	NR_045697
ENST00000412203	NR_126419
ENST00000516780	NR_031751
ENST00000583490	NR_102763
ENST00000478738	NR_046236
ENST00000569097	NR_003288
ENST00000535639	NR_015382
ENST00000529017	NR_120555
ENST00000531882	NR_120554
ENST00000621724	NR_026802
ENST00000614933	NR_110999
ENST00000414287	NR_110523
ENST00000400282	NR_027349
ENST00000581153	NR_136503
ENST00000385233	NR_029508
ENST00000384829	NR_029490
ENST00000384878	NR_029489
ENST00000385012	NR_029487
ENST00000362279	NR_029492
ENST00000362310	NR_029488
ENST00000569858	NR_125434
ENST00000565170	NR_110800
ENST00000425038	NR_003607
ENST00000447520	NR_045129
ENST00000456123	NR_001525
ENST00000456123	NR_002177
ENST00000456123	NR_002178
ENST00000433105	NR_046634
ENST00000488425	NR_110147
ENST00000535372	NR_037166
ENST00000367355	NR_040064
ENST00000408740	NR_031726
ENST00000571259	NR_024050
ENST00000573037	NR_131217
ENST00000573319	NR_024049
ENST00000447119	NR_038453
ENST00000525706	NR_120581
ENST00000581765	NR_037428
ENST00000477210	NR_028303
ENST00000443744	NR_034149
ENST00000586373	NR_104130
ENST00000500765	NR_002806
ENST00000485805	NR_033978
ENST00000533659	NR_120539
ENST00000571219	NR_135197
ENST00000571219	NR_135196
ENST00000555769	NR_135775
ENST00000509473	NR_034138
ENST00000310916	NR_027136
ENST00000458097	NR_110682
ENST00000423907	NR_125972
ENST00000434879	NR_125973
ENST00000614758	NR_106992
ENST00000555433	NR_135257
ENST00000617181	NR_106779
ENST00000550226	NR_003039
ENST00000601369	NR_120613
ENST00000472943	NR_038387
ENST00000420557	NR_026780
ENST00000482617	NR_132411
ENST00000449928	NR_125869
ENST00000400581	NR_001541
ENST00000445346	NR_125854
ENST00000624561	NR_136540
ENST00000556617	NR_051990
ENST00000557625	NR_047477
ENST00000617151	NR_037676
ENST00000416602	NR_040586
ENST00000441544	NR_103793
ENST00000414816	NR_122072
ENST00000490647	NR_135571
ENST00000414656	NR_024580
ENST00000426185	NR_003948
ENST00000579485	NR_039877
ENST00000439341	NR_110681
ENST00000433074	NR_126383
ENST00000631331	NR_001524
ENST00000631331	NR_002176
ENST00000488262	NR_132416
ENST00000420866	NR_038897
ENST00000424926	NR_046989
ENST00000625204	NR_027402
ENST00000625204	NR_027401
ENST00000429657	NR_125873
ENST00000456099	NR_109952
ENST00000358464	NR_132315
ENST00000455269	NR_046691
ENST00000456737	NR_026852
ENST00000608172	NR_110393
ENST00000625989	NR_015416
ENST00000609131	NR_121598
ENST00000451897	NR_049775
ENST00000419288	NR_046520
ENST00000522287	NR_028496
ENST00000432677	NR_110558
ENST00000321517	NR_023389
ENST00000495140	NR_027300
ENST00000568654	NR_134605
ENST00000434329	NR_134643
ENST00000529781	NR_132279
ENST00000375612	NR_033254
ENST00000375612	NR_033257
ENST00000618986	NR_106740
ENST00000602772	NR_024582
ENST00000548872	NR_027499
ENST00000548872	NR_027501
ENST00000505386	NR_125910
ENST00000514869	NR_134277
ENST00000571305	NR_027274
ENST00000573802	NR_027275
ENST00000482463	NR_134948
ENST00000593804	NR_073050
ENST00000593804	NR_073047
ENST00000593804	NR_073048
ENST00000593804	NR_073049
ENST00000500823	NR_045217
ENST00000463200	NR_015400
ENST00000384825	NR_030366
ENST00000410394	NR_031729
ENST00000505158	NR_033975
ENST00000444527	NR_027765
ENST00000503266	NR_110660
ENST00000415848	NR_027118
ENST00000420821	NR_027119
ENST00000572876	NR_136412
ENST00000512748	NR_105044
ENST00000515341	NR_111962
ENST00000489394	NR_027783
ENST00000511954	NR_073386
ENST00000452075	NR_026777
ENST00000610009	NR_037888
ENST00000455965	NR_110154
ENST00000582533	NR_049813
ENST00000578629	NR_039677
ENST00000448536	NR_104193
ENST00000513211	NR_125936
ENST00000628989	NR_108074
ENST00000624480	NR_022008
ENST00000578427	NR_110765
ENST00000419853	NR_121584
ENST00000423515	NR_110995
ENST00000418795	NR_103833
ENST00000429832	NR_046621
ENST00000535153	NR_135255
ENST00000434487	NR_001546
ENST00000561816	NR_132652
ENST00000451340	NR_026663
ENST00000331301	NR_038862
ENST00000423326	NR_121604
ENST00000512063	NR_038331
ENST00000436383	NR_038291
ENST00000443643	NR_104191
ENST00000623780	NR_130736
ENST00000444123	NR_135069
ENST00000519581	NR_000039
ENST00000439298	NR_136302
ENST00000444900	NR_024340
ENST00000507482	NR_033970
ENST00000523591	NR_136214
ENST00000418218	NR_033841
ENST00000445458	NR_102707
ENST00000632749	NR_134603
ENST00000340249	NR_024074
ENST00000620884	NR_106896
ENST00000558424	NR_120360
ENST00000442785	NR_135514
ENST00000460383	NR_024107
ENST00000612638	NR_106960
ENST00000481351	NR_024106
ENST00000495171	NR_001569
ENST00000490268	NR_073423
ENST00000558797	NR_110372
ENST00000400946	NR_015407
ENST00000473798	NR_024321
ENST00000554211	NR_110074
ENST00000467225	NR_046752
ENST00000584722	NR_126040
ENST00000506009	NR_104182
ENST00000253848	NR_002175
ENST00000253848	NR_001527
ENST00000599486	NR_038438
ENST00000579212	NR_039969
ENST00000581130	NR_039891
ENST00000428914	NR_027267
ENST00000599889	NR_136527
ENST00000430145	NR_004401
ENST00000451384	NR_038386
ENST00000458224	NR_136179
ENST00000432154	NR_136181
ENST00000536157	NR_104115
ENST00000413591	NR_046998
ENST00000446671	NR_135638
ENST00000437515	NR_104189
ENST00000470546	NR_033945
ENST00000423410	NR_135588
ENST00000397381	NR_015379
ENST00000509824	NR_133943
ENST00000422488	NR_110141
ENST00000630252	NR_120619
ENST00000549251	NR_131986
ENST00000494978	NR_015421
ENST00000512911	NR_133939
ENST00000451099	NR_048576
ENST00000491862	NR_037901
ENST00000623382	NR_125793
ENST00000561083	NR_120338
ENST00000580491	NR_024419
ENST00000471265	NR_046666
ENST00000616525	NR_106866
ENST00000414046	NR_040662
ENST00000476528	NR_134871
ENST00000566054	NR_131191
ENST00000512624	NR_104646
ENST00000500853	NR_033928
ENST00000499390	NR_046090
ENST00000490724	NR_033386
ENST00000490724	NR_033385
ENST00000420905	NR_135047
ENST00000462160	NR_134911
ENST00000466046	NR_037807
ENST00000434189	NR_120620
ENST00000426643	NR_044996
ENST00000448242	NR_038450
ENST00000532380	NR_120583
ENST00000446811	NR_110870
ENST00000581579	NR_040019
ENST00000595302	NR_015380
ENST00000558436	NR_135687
ENST00000425050	NR_125760
ENST00000590628	NR_110691
ENST00000436290	NR_033829
ENST00000374458	NR_028361
ENST00000504206	NR_103855
ENST00000424154	NR_121576
ENST00000450109	NR_121573
ENST00000431507	NR_121575
ENST00000518035	NR_039979
ENST00000446838	NR_110258
ENST00000423546	NR_024376
ENST00000478241	NR_036479
ENST00000564541	NR_047502
ENST00000423460	NR_046669
ENST00000427039	NR_109802
ENST00000433794	NR_002159
ENST00000433794	NR_001530
ENST00000543925	NR_120569
ENST00000545474	NR_120568
ENST00000500262	NR_110560
ENST00000429159	NR_033360
ENST00000423456	NR_003530
ENST00000521404	NR_046466
